Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (4-byte)* (kPa absolute),Mass Airflow (g/s),Throttle Opening Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low, 3 high)),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
0,11.52,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
104,11.52,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
208,11.52,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
313,11.52,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
416,11.52,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
520,11.52,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
624,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
728,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
832,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
936,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1040,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1144,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1247,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1352,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1455,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1559,11.20,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1663,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1768,11.20,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1871,11.20,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
1975,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,33.33,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
2079,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
2183,11.28,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
2287,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
2391,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
2495,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
2599,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
2703,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
2807,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
2910,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3015,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3118,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3222,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3326,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3430,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3535,11.36,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,100.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3639,11.52,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3742,11.52,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3846,11.44,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
3951,11.44,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
4054,11.44,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
4157,11.44,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
4262,11.44,7,28,1.46,0,0.00,65472,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
4366,7.20,7,28,1.46,0,11.09,13632,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
4470,8.72,7,28,1.46,0,0.00,704,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
4573,9.04,7,28,1.46,0,0.00,128,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
4678,9.36,7,28,1.46,0,0.00,128,0.0000,0.00,0.0000,0.00,0.00,27,95.48,3.29,7.06,1,0.00,0.0000
4782,9.04,7,28,1.46,0,0.00,64,0.9950,1.02,0.0000,0.00,15.00,27,95.00,3.29,7.06,1,0.00,0.0000
4885,9.36,7,28,1.46,0,0.00,64,1.5875,1.54,0.0000,0.00,15.00,27,95.43,0.00,7.06,1,1.02,0.0000
4989,9.68,7,28,1.46,122,0.00,64,1.4592,1.54,0.0000,100.00,15.00,27,94.37,1.90,7.06,1,1.37,0.0000
5093,9.44,7,28,1.46,134,0.00,64,1.4592,1.54,0.0000,100.00,15.00,27,94.05,1.90,7.06,1,1.37,0.0000
5197,9.92,7,28,1.46,535,0.00,64,1.3680,10.75,9.4173,100.00,15.00,27,84.68,4.47,7.06,1,1.37,0.0000
5300,10.72,7,28,1.46,858,0.00,128,1.1498,8.70,7.4240,100.00,15.00,27,76.18,11.80,7.06,1,1.37,0.0000
5405,13.28,7,28,1.25,1018,0.00,192,1.0268,7.17,6.3115,100.00,15.00,27,64.98,16.88,7.06,1,1.56,0.0000
5508,13.92,7,28,1.19,1094,0.00,5632,0.7113,6.66,5.9962,100.00,15.00,27,60.01,18.84,7.84,1,1.55,0.0000
5613,14.16,7,28,1.13,1118,0.00,4160,0.6668,6.14,5.5557,100.00,15.00,27,54.64,18.24,7.84,1,1.52,0.0000
5717,14.40,7,28,1.07,1111,0.00,4096,0.6787,5.63,5.1188,100.00,15.00,27,51.32,17.03,7.84,1,1.49,0.0000
5820,14.32,7,28,1.01,1080,0.00,3904,0.6668,5.38,4.7875,100.00,15.00,27,49.10,15.62,7.84,1,1.47,0.0000
5924,14.24,7,28,0.95,1046,0.00,3904,0.6668,5.12,4.4535,100.00,15.00,27,48.07,14.76,7.84,1,1.44,0.0000
6029,14.48,7,28,0.92,1008,0.00,3840,0.6240,4.86,4.2257,100.00,15.00,27,47.51,14.07,7.84,1,1.42,0.0000
